-7.818038445780519652e-01,-4.979767460687630765e-01,2.081640216858246257e-03,8.925292179858800024e-02,-3.985909490965079184e-04,-1.031003442916636655e-02,-1.894258197632364693e-02,-8.056530839097769681e-02,-9.100107719811452445e-02,8.948238827777975357e-02,-3.273527738895204431e-02,3.121658846861890407e-02,0.000000000000000000e+00
-7.874824675014102660e-01,-4.971699277192756505e-01,-7.494280350605531452e-03,4.256755945725529400e-01,-5.313157684871898656e-01,9.796899655708336541e-01,-6.949847052303887995e-01,-3.992578732723507939e-01,2.401471833236967224e-01,6.726176117572899016e-02,2.063595167963115651e-01,1.010494277031130372e-01,0.000000000000000000e+00
-7.849097770531116014e-01,-4.963007506297792970e-01,-5.121664894836003637e-03,4.265600135670530313e-01,-5.318274927863522183e-01,9.660596797806488834e-01,-7.081216102644624089e-01,-3.910855417438820480e-01,1.486345204104509155e-01,1.139356630418310312e-01,1.565515200975922394e-01,1.060186633546886525e-01,0.000000000000000000e+00
-7.824021073952905914e-01,-4.954619229012309778e-01,-2.806795516948381187e-03,4.279277393273585584e-01,-5.324472927926019450e-01,9.530383175127747908e-01,-7.212137873382310493e-01,-3.835188167482413424e-01,5.943238119751102777e-02,1.593553771733304536e-01,1.080000258640673033e-01,1.107877325067740948e-01,0.000000000000000000e+00
-7.799546746582224355e-01,-4.946520451912697625e-01,-5.440812082445063529e-04,4.296275970251678400e-01,-5.331748697266022186e-01,9.406074829772675949e-01,-7.342529712904359851e-01,-3.764049149661105043e-01,-2.766997910676258221e-02,2.035889520178397472e-01,6.057183835016174273e-02,1.153471345609158177e-01,0.000000000000000000e+00
-7.775640989141837656e-01,-4.938699943929806269e-01,1.670279422631515496e-03,4.315628121770643810e-01,-5.340084831425218059e-01,9.287486271649121328e-01,-7.472322029120900266e-01,-3.696444740946560614e-01,-1.128181872444707357e-01,2.466863015461836506e-01,1.417612122108118100e-02,1.196919930806323029e-01,0.000000000000000000e+00
-7.752278293124310604e-01,-4.931148039376557213e-01,3.839023113038565922e-03,4.336687230167128870e-01,-5.349454413760338367e-01,9.174431199873137599e-01,-7.601453413233589806e-01,-3.631698077122778590e-01,-1.961190868644843710e-01,2.886869610861270141e-01,-3.125261853894207437e-02,1.238204927605857930e-01,0.000000000000000000e+00
-7.729438307776225203e-01,-4.923856020704999725e-01,5.964220763967494413e-03,4.359005975810202327e-01,-5.359824046636449957e-01,9.066723065465422948e-01,-7.729867797458985779e-01,-3.569330060698507334e-01,-2.776552039631701718e-01,3.296242065366442597e-01,-7.576391728389086921e-02,1.277329198573661506e-01,0.000000000000000000e+00
-7.707104035250527119e-01,-4.916815784328383288e-01,8.047509474277262861e-03,4.382265886736734783e-01,-5.371155822760084186e-01,8.964175547777070152e-01,-7.857512745766681572e-01,-3.508990444276974818e-01,-3.574931510908244681e-01,3.695273601174953737e-01,-1.193968331593606158e-01,1.314310421860327149e-01,0.000000000000000000e+00
-7.685260742285813240e-01,-4.910019652262157530e-01,1.009023387393826604e-02,4.406234666408093137e-01,-5.383408666987908875e-01,8.866602980626733244e-01,-7.984338409448974438e-01,-3.450415997875636576e-01,-4.356887404429700128e-01,4.084231380931003796e-01,-1.621832949687058711e-01,1.349176926188371817e-01,0.000000000000000000e+00
-7.663895278353423102e-01,-4.903460262275523562e-01,1.209353555995878668e-02,4.430739323538106511e-01,-5.396539288571212678e-01,8.773820746534640724e-01,-8.110296889278869603e-01,-3.393404092023756258e-01,-5.122902168992634619e-01,4.463364674853849690e-01,-2.041502298924930403e-01,1.381964804786154077e-01,0.000000000000000000e+00
-7.642995634359417423e-01,-4.897130501905327948e-01,1.405841154272413282e-02,4.455648685018503974e-01,-5.410502883537137153e-01,8.685645648340644120e-01,-8.235341854470147327e-01,-3.337795441652768313e-01,-5.873403702461528209e-01,4.832909962474530308e-01,-2.453209603438363251e-01,1.412715863451382836e-01,0.000000000000000000e+00
-7.622550648959984798e-01,-4.891023467755293286e-01,1.598575350291579766e-02,4.480861688386328368e-01,-5.425253671474824513e-01,8.601896262548466288e-01,-8.359428327716308393e-01,-3.283462498458734058e-01,-6.608779544556089292e-01,5.193094201923338371e-01,-2.857161471689504961e-01,1.441476129056767641e-01,0.000000000000000000e+00
