7.843129205906687051e-01,-4.993883210850089682e-01,-6.277453126231443596e-04,-2.694833975807993734e-02,-1.216519947895293750e-04,-3.112793415381917214e-03,-5.717981104285062809e-03,2.432536608642327583e-02,2.701778387168309384e-02,-2.747610392806374563e-02,9.425426793358704022e-03,-9.883746849739843271e-03,0.000000000000000000e+00
7.866132152264846411e-01,-4.998153620640254369e-01,1.051605209088309328e-03,-7.694833975807993665e-02,-5.012165199478953170e-02,4.688720658461808383e-02,-5.571798110428506645e-02,7.432536608642327514e-02,-2.298221612831690894e-02,2.252389607193625715e-02,3.400340024928274335e-02,4.011625315026015604e-02,0.000000000000000000e+00
7.873837248142820933e-01,-5.000469875796008656e-01,2.053477774368517392e-03,-1.269483397580799533e-01,-1.687973917643978417e-02,-3.112793415381918949e-03,-2.633220187435785647e-02,1.240941001085724693e-01,-3.607582272018752811e-02,5.860874640043187839e-02,3.340015960696973707e-02,6.371073752919800826e-02,0.000000000000000000e+00
7.873837248142820933e-01,-4.983709467918902569e-01,3.736187576423038829e-03,-1.769483397580799422e-01,-5.805778258433092615e-02,4.688720658461808383e-02,-7.633220187435785231e-02,1.740941001085724582e-01,1.392417727981247466e-02,1.086087464004318881e-01,8.340015960696973985e-02,1.137107375291980110e-01,0.000000000000000000e+00
7.872297097886182815e-01,-4.979741565948938575e-01,4.065154860635498274e-03,-2.030012703901731552e-01,-2.998578686367540588e-02,-3.112793415381918949e-03,-5.276885281850121623e-02,1.965374163177157629e-01,2.700478269918259178e-02,1.171321650590180508e-01,9.398410039978961905e-02,1.247308208143344810e-01,0.000000000000000000e+00
7.872297097886182815e-01,-4.962978566644692946e-01,5.747606507268640877e-03,-2.256450566415816039e-01,-3.364115268451710328e-02,4.688720658461808383e-02,-1.027688528185012190e-01,2.168685434184009220e-01,7.700478269918259455e-02,1.671321650590180674e-01,1.439841003997896218e-01,1.747308208143344976e-01,0.000000000000000000e+00
7.868187202628795784e-01,-4.960018931104924200e-01,5.624220913701954462e-03,-2.462165634911162582e-01,-4.209145073258910297e-03,-3.112793415381918949e-03,-7.486549848892540271e-02,2.340688596678157374e-01,8.914167435331316058e-02,1.601131143092590636e-01,1.494586355314185822e-01,1.743741265870770996e-01,0.000000000000000000e+00
7.868187202628795784e-01,-4.943249018516568949e-01,7.305983476547628017e-03,-2.630583327522087456e-01,-5.420914507325891307e-02,4.688720658461808383e-02,-1.248654984889254055e-01,2.508407574872884016e-01,1.391416743533131495e-01,2.101131143092590525e-01,1.994586355314185711e-01,2.243741265870771162e-01,0.000000000000000000e+00
7.861549692277794987e-01,-4.937588606596992613e-01,7.090695279827486860e-03,-2.746119239386640154e-01,-3.120858383925664142e-02,-3.112793415381918949e-03,-1.057948435402313453e-01,2.592606669603410574e-01,1.613672607888280985e-01,1.983051363310512072e-01,2.109244683453096181e-01,2.233259022304930341e-01,0.000000000000000000e+00
7.861549692277794987e-01,-4.920807534987159948e-01,8.771344367607772710e-03,-2.836106556724427019e-01,-3.345708000495942191e-02,3.588220322965808562e-02,-1.518876583179813999e-01,2.664145112482407818e-01,2.113672607888281152e-01,2.483051363310512238e-01,2.609244683453096347e-01,2.733259022304930230e-01,0.000000000000000000e+00
